0.45464	0.0017334
0.469	0.0017644
0.48335	0.0018558
0.49771	0.0019918
0.51206	0.0022016
0.52641	0.0023493
0.54076	0.0025406
0.55511	0.002766
0.56947	0.0029113
0.58382	0.0029257
0.59817	0.0029066
0.61251	0.0028809
0.62685	0.0028462
0.6412	0.0028015
0.65555	0.0026812
0.66989	0.0025941
0.68423	0.0025425
0.69858	0.0025802
0.71292	0.0026238
0.72725	0.0025667
0.74159	0.0024046
0.75593	0.0022853
0.77027	0.0022472
0.78461	0.0021775
0.79894	0.002174
0.81328	0.0021151
0.82761	0.0020693
0.84195	0.0020002
0.85628	0.0019055
0.8706	0.0018485
0.88493	0.0018254
0.89926	0.001815
0.91359	0.0017948
0.92792	0.001742
0.94224	0.0015778
0.95657	0.0013865
0.97089	0.0014063
0.98521	0.0013804
0.99954	0.0013138
1.0139	0.0012438
1.0282	0.0011772
1.0425	0.0011406
1.0568	0.0011643
1.0711	0.0011832
1.0854	0.0011903
1.0997	0.0012272
1.114	0.0012189
1.1283	0.0011657
1.1426	0.001108
1.1569	0.0010637
1.1712	0.0010074
1.1854	0.0010739
1.1997	0.0010739
1.214	0.00096993
1.2283	0.0009324
1.2426	0.00088011
1.2569	0.00089819
1.2712	0.00096792
1.2854	0.0010995
1.2997	0.0012278
1.314	0.0012882
1.3282	0.0013988
1.3425	0.0013968
1.3568	0.001307
1.3711	0.001182
1.3853	0.0011095
1.3996	0.0010918
1.4139	0.0010559
1.4281	0.001032
1.4424	0.00094318
1.4566	0.00091233
1.4709	0.0009305
1.4851	0.0009629
1.4994	0.00096247
1.5136	0.00089766
1.5279	0.00082483
1.5421	0.00077664
1.5564	0.00073763
1.5706	0.00071234
1.5849	0.00067284
1.5991	0.00068716
1.6134	0.00066548
1.6276	0.00062477
1.6418	0.00058443
1.6561	0.00052283
1.6703	0.00052676
1.6845	0.00056036
1.6987	0.00054002
1.713	0.0004638
1.7272	0.00039715
1.7414	0.00035678
1.7556	0.00036341
1.7698	0.0003861
1.7841	0.00042547
1.7983	0.00047769
1.8125	0.00046018
1.8267	0.00043814
1.8409	0.00046456
1.8551	0.00045221
1.8693	0.00038582
1.8835	0.00037908
1.8977	0.00036333
1.9119	0.00034986
1.9261	0.00034914
1.9403	0.00035546
1.9545	0.00033636
1.9687	0.00028765
1.9829	0.00029876
1.9971	0.00036927
2.0112	0.00038469
2.0254	0.00037581
2.0396	0.00039235
2.0538	0.00039209
2.068	0.00037355
2.0821	0.00035478
2.0963	0.00033931
2.1104	0.00033628
2.1245	0.00029727
2.1386	0.00024078
2.1528	0.0002391
2.1669	0.00023534
2.181	0.00021489
2.1951	0.00021278
2.2092	0.0002655
2.2233	0.0003273
2.2374	0.0003463
2.2515	0.00036707
2.2656	0.00037736
